"Car_Name","Price","Mileage","Fuel","Gearbox","Year","Voivodeship"
"Opel Mokka 1.6 Active S&S","32 900","186 600 km","Benzyna+LPG","Manualna","2013","Wielkopolskie"
"Opel Corsa","7 000","176 400 km","Diesel","Manualna","2009","Kujawsko-pomorskie"
"Opel Astra V 1.4 T Elite","33 500","228 000 km","Benzyna","Manualna","2016","Kujawsko-pomorskie"
"Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop Exklusiv","22 900","228 000 km","Diesel","Manualna","2014","Dolnośląskie"
"Opel Vivaro L2H1 2.9t Edition Elegance","75 900","127 000 km","Diesel","Manualna","2016","Małopolskie"
"Opel Crossland X 1.2 T Action S&S","39 500","46 500 km","Benzyna","Manualna","2020","Małopolskie"
"Opel Astra III 1.6 Enjoy","12 999","169 681 km","Benzyna","Manualna","2009","Śląskie"
"Opel Mokka","44 900","154 962 km","Benzyna","Manualna","2017","Śląskie"
"Opel Zafira 1.9 CDTI Cosmo","4 500","402 556 km","Diesel","Manualna","2006","Śląskie"
"Opel Corsa","25 900","32 400 km","Benzyna","Manualna","2020","Świętokrzyskie"
"Opel Astra V 1.4 T Elite","45 000","150 000 km","Benzyna","Manualna","2018","Mazowieckie"
"Opel Insignia 1.4 Turbo ecoFLEX Start/Stop Business Edition","33 333","150 000 km","Benzyna","Manualna","2013","Śląskie"
"Opel Combo Tour 1.6 CDTI Enjoy Eu6","27 900","186 000 km","Diesel","Manualna","2016","Lubuskie"
"Opel Astra V 1.4 T Enjoy","49 900","128 848 km","Benzyna","Manualna","2019","Łódzkie"
"Opel Astra","102 900","28 471 km","Hybryda","Automatyczna","2024","Kujawsko-pomorskie"
"Opel Astra IV 1.4 T Active","27 000","250 000 km","Benzyna+LPG","Manualna","2017","Dolnośląskie"
"Opel Antara 2.0 CDTI Cosmo","14 999","245 000 km","Diesel","Automatyczna","2007","Małopolskie"
"Opel Corsa 1.2 16V Color Edition","25 900","113 000 km","Benzyna","Manualna","2018","Śląskie"
"Opel Mokka","84 900","36 041 km","Benzyna","Automatyczna","2023","Małopolskie"
"Opel Zafira Tourer 2.0 CDTI ecoFLEX Start/Stop Edition","45 999","178 000 km","Diesel","Manualna","2016","Podkarpackie"
"Opel Astra","42 900","108 000 km","Benzyna","Manualna","2017","Łódzkie"
"Opel Zafira","33 900","193 000 km","Diesel","Automatyczna","2016","Dolnośląskie"
"Opel Zafira Tourer 2.0 CDTI Automatik Innovation","38 999","198 000 km","Diesel","Automatyczna","2015","Pomorskie"
"Opel Astra IV 1.4 T Active","24 900","188 000 km","Benzyna","Manualna","2013","Lubuskie"
"Opel Grandland X","56 900","43 280 km","Benzyna","Manualna","2019","Lubuskie"
"Opel Astra V 1.4 T Enjoy","47 000","96 100 km","Benzyna","Manualna","2017","Małopolskie"
"Opel Corsa","19 800","21 000 km","Benzyna","Manualna","2021","Łódzkie"
"Opel Zafira Tourer 2.0 CDTI Sport","27 900","176 000 km","Diesel","Manualna","2012","Wielkopolskie"
"Opel Meriva 1.4 T Cosmo","24 500","172 000 km","Benzyna","Manualna","2015","Podlaskie"
"Opel Vectra 1.8 Elegance","7 600","351 000 km","Benzyna","Manualna","2006","Zachodniopomorskie"
"Opel Insignia","37 990","188 000 km","Diesel","Manualna","2015","Małopolskie"
"Opel Astra","25 900","84 231 km","Benzyna","Automatyczna","2010","Łódzkie"
"Opel Vectra","8 900","203 000 km","Diesel","Automatyczna","2005","Lubuskie"
"Opel Astra 1.4 Turbo Innovation","31 900","210 000 km","Benzyna","Manualna","2015","Śląskie"
"Opel Astra 1.4 Turbo Active","25 900","165 000 km","Benzyna","Manualna","2013","Łódzkie"
"Opel Astra 1.4 Turbo Design Edition","29 999","79 500 km","Benzyna","Manualna","2016","Opolskie"
"Opel Insignia 2.0 CDTI automatik Cosmo","20 500","330 000 km","Diesel","Automatyczna","2013","Warmińsko-mazurskie"
"Opel Insignia 1.6 CDTI ecoFLEX Start/Stop Business Edition","26 500","279 500 km","Diesel","Manualna","2015","Łódzkie"
"Opel Grandland X 1.6 D Start/Stop Business INNOVATION","56 900","174 000 km","Diesel","Manualna","2017","Pomorskie"
"Opel Astra","48 800","105 435 km","Diesel","Automatyczna","2022","Mazowieckie"
"Opel Corsa","79 900","1 400 km","Benzyna","Manualna","2025","Śląskie"
"Opel Meriva","6 499","188 600 km","Benzyna","Manualna","2005","Śląskie"
"Opel Astra IV 1.6 Enjoy","18 500","208 000 km","Benzyna","Manualna","2013","Opolskie"
"Opel Zafira","34 900","243 500 km","Diesel","Manualna","2016","Lubelskie"
"Opel Mokka X 1.4 T Design Line S&S","54 900","130 000 km","Benzyna","Manualna","2020","Mazowieckie"
"Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart/Stop Edition","29 900","180 000 km","Diesel","Manualna","2015","Mazowieckie"
"Opel Meriva 1.7 CDTI Automatik Innovation","16 900","203 650 km","Diesel","Automatyczna","2011","Wielkopolskie"
"Opel Astra 1.4 Turbo Sports Tourer ecoFLEX Start/Stop Edition","23 800","250 000 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Corsa 1.2 Edition Business Pack S&S","65 900","23 555 km","Benzyna","Automatyczna","2023","Małopolskie"
"Opel Crossland X 1.2 ECOTEC Start/Stop Innovation","39 999","91 719 km","Benzyna","Manualna","2018","Dolnośląskie"
"Opel Insignia 2.0 CDTI Cosmo","21 500","224 000 km","Diesel","Manualna","2010","Dolnośląskie"
"Opel Astra 1.4 LPG Turbo ecoFLEX Active","15 000","148 000 km","Benzyna+CNG","Manualna","2011","Łódzkie"
"Opel Meriva 1.4 Cosmo","12 900","135 000 km","Benzyna+LPG","Manualna","2014","Mazowieckie"
"Opel Corsa","87 800","1 km","Benzyna","Automatyczna","2025","Śląskie"
"Opel Crossland 1.2 T Elegance","69 500","11 000 km","Benzyna","Automatyczna","2021","Mazowieckie"
"Opel Insignia CT 2.0 CDTI","27 500","260 344 km","Diesel","Automatyczna","2014","Mazowieckie"
"Opel Astra 1.6 D (CDTI) Business","24 900","210 000 km","Diesel","Manualna","2018","Wielkopolskie"
"Opel Mokka 1.6 CDTI Automatik Color Innovation","33 999","189 000 km","Diesel","Automatyczna","2016","Śląskie"
"Opel Astra 1.6 CDTI Sports Tourer Active","27 400","196 000 km","Diesel","Manualna","2015","Opolskie"
"Opel Astra 1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop Exklusiv","27 900","173 466 km","Diesel","Manualna","2016","Dolnośląskie"
"Opel Astra","21 900","214 140 km","Diesel","Automatyczna","2014","Śląskie"
"Opel Insignia 2.0 CDTI Cosmo ecoFLEX S&S","18 900","279 000 km","Diesel","Manualna","2012","Pomorskie"
"Opel Insignia 2.0 CDTI Sports Tourer Active","25 900","215 000 km","Diesel","Manualna","2015","Śląskie"
"Opel Corsa","23 900","149 703 km","Benzyna","Manualna","2015","Pomorskie"
"Opel Vectra 1.9 CDTI Cosmo","12 950","258 600 km","Diesel","Manualna","2006","Warmińsko-mazurskie"
"Opel Corsa 1.4 16V Energy","15 990","207 000 km","Benzyna","Manualna","2014","Małopolskie"
"Opel Meriva 1.4 ecoflex Edition","19 990","199 000 km","Benzyna","Manualna","2013","Łódzkie"
"Opel Meriva 1.6 16V","10 900","178 000 km","Benzyna","Manualna","2009","Świętokrzyskie"
"Opel Antara","19 300","242 000 km","Benzyna+LPG","Manualna","2008","Śląskie"
"Opel Insignia","26 900","245 000 km","Diesel","Automatyczna","2013","Łódzkie"
"Opel Insignia 2.0 CDTI","23 000","239 000 km","Diesel","Manualna","2013","Śląskie"
"Opel Insignia 2.0 CDTI ecoFLEX Start/Stop Business Edition","22 600","270 000 km","Diesel","Manualna","2014","Zachodniopomorskie"
"Opel Meriva 1.4 Active","19 900","143 000 km","Benzyna","Manualna","2011","Wielkopolskie"
"Opel Mokka 1.6 CDTI Cosmo S&S","33 900","235 000 km","Diesel","Manualna","2015","Mazowieckie"
"Opel Grandland X 2.0 D Start/Stop Automatik INNOVATION","69 900","112 354 km","Diesel","Automatyczna","2019","Mazowieckie"
"Opel Corsa 1.2 Edition S&S","28 999","170 640 km","Benzyna","Manualna","2021","Mazowieckie"
"Opel Zafira 2.0 CDTI Cosmo","25 900","204 816 km","Diesel","Manualna","2012","Mazowieckie"
"Opel Vivaro L2H1 2.9t Edition","49 900","282 000 km","Diesel","Manualna","2015","Małopolskie"
"Opel Corsa 1.2 16V","8 700","199 700 km","Benzyna","Manualna","2007","Mazowieckie"
"Opel Grandland X 1.5 CDTI Enjoy S&S","52 950","180 360 km","Diesel","Automatyczna","2019","Pomorskie"
"Opel Astra","6 800","68 000 km","Benzyna","Manualna","1996","Mazowieckie"
"Opel Insignia 2.0 CDTI Edition","26 900","206 000 km","Diesel","Automatyczna","2012","Opolskie"
"Opel Zafira","198 902","1 km","Diesel","Automatyczna","2025","Śląskie"
"Opel Insignia 2.0 CDTI automatik Cosmo","21 900","260 000 km","Diesel","Automatyczna","2012","Podkarpackie"
"Opel Mokka 1.6 Active S&S","29 700","196 000 km","Benzyna","Manualna","2012","Śląskie"
"Opel Astra","33 500","144 000 km","Benzyna+LPG","Manualna","2018","Mazowieckie"
"Opel Corsa 1.3 CDTI 111","8 800","237 965 km","Diesel","Manualna","2010","Małopolskie"
"Opel Meriva 1.4 T Cosmo","29 900","137 000 km","Benzyna","Manualna","2016","Śląskie"
"Opel Corsa 1.4 16V Active","16 900","163 900 km","Benzyna","Manualna","2014","Kujawsko-pomorskie"
"Opel Zafira 2.0 CDTI Enjoy EcoFLEX S&S","36 000","160 000 km","Diesel","Manualna","2016","Wielkopolskie"
"Opel Crossland 1.2 T Elegance","74 950","16 383 km","Benzyna","Automatyczna","2023","Warmińsko-mazurskie"
"Opel Crossland","69 950","57 778 km","Benzyna","Manualna","2023","Warmińsko-mazurskie"
"Opel Astra 1.4 Turbo Active","19 500","238 000 km","Benzyna","Manualna","2011","Lubelskie"
"Opel Corsa 1.2 Edition S&S","73 900","1 km","Benzyna","Manualna","2025","Mazowieckie"
"Opel Meriva","18 400","176 000 km","Benzyna","Manualna","2011","Lubelskie"
"Opel Mokka 1.2 T Edition S&S","74 900","87 166 km","Benzyna","Automatyczna","2023","Wielkopolskie"
"Opel Vectra 2.2 DTI Comfort","2 500","445 000 km","Diesel","Manualna","2004","Podkarpackie"
"Opel Corsa 1.2 16V Color Edition","11 800","101 000 km","Benzyna","Manualna","2009","Warmińsko-mazurskie"
"Opel Astra V 1.4 T Dynamic","40 600","206 000 km","Benzyna","Manualna","2016","Pomorskie"
"Opel Mokka 1.2 T GS S&S","74 500","35 500 km","Benzyna","Automatyczna","2022","Kujawsko-pomorskie"
"Opel Astra 2.0 CDTI DPF Sports Tourer","16 500","295 000 km","Diesel","Manualna","2011","Kujawsko-pomorskie"
"Opel Mokka","69 900","60 770 km","Benzyna","Manualna","2022","Podkarpackie"
"Opel Mokka 1.7 CDTI Cosmo S&S","35 900","191 000 km","Diesel","Manualna","2013","Mazowieckie"
"Opel Corsa","800","260 000 km","Diesel","Manualna","2006","Lubuskie"
"Opel Zafira 2.0 CDTI Cosmo","23 900","247 000 km","Diesel","Manualna","2013","Mazowieckie"
"Opel Movano","63 500","117 000 km","Diesel","Automatyczna","2014","Łódzkie"
"Opel Vivaro 2.0 CDTI L1H1 DPF","41 900","223 609 km","Diesel","Manualna","2014","Podlaskie"
"Opel Mokka 1.6 Active S&S","24 900","266 000 km","Benzyna+LPG","Manualna","2014","Dolnośląskie"
"Opel Corsa 1.2 16V Enjoy","9 900","176 000 km","Benzyna","Manualna","2012","Łódzkie"
"Opel Vivaro L2H1 2.9t Edition Tour","64 899","193 000 km","Diesel","Manualna","2016","Mazowieckie"
"Opel Insignia 2.0 Turbo Sports Tourer 4x4","18 000","145 000 km","Benzyna","Manualna","2009","Śląskie"
"Opel Corsa 1.3 CDTI DPF (ecoFLEX) Edition","6 700","282 382 km","Diesel","Manualna","2009","Mazowieckie"
"Opel Insignia 1.5 T Innovation S&S","58 500","123 700 km","Benzyna","Automatyczna","2019","Mazowieckie"
"Opel Astra 1.4 Turbo Cosmo","28 900","248 000 km","Benzyna","Manualna","2014","Mazowieckie"
"Opel Insignia 2.0 CDTI Sports Tourer Automatik","19 800","306 000 km","Diesel","Automatyczna","2011","Wielkopolskie"
"Opel Grandland X","87 900","20 000 km","Hybryda","Automatyczna","2021","Wielkopolskie"
"Opel Combo Life 1.5 CDTI S&S","38 900","109 000 km","Diesel","Manualna","2019","Wielkopolskie"
"Opel Mokka X 1.6 Enjoy S&S","47 900","121 000 km","Benzyna","Manualna","2017","Podlaskie"
"Opel Astra 1.7 CDTI Caravan DPF Cosmo","14 900","242 000 km","Diesel","Manualna","2011","Wielkopolskie"
"Opel Corsa 1.4 Turbo (ecoFLEX) Start/Stop Color Edition","21 500","178 000 km","Benzyna","Manualna","2015","Mazowieckie"
"Opel Insignia Sports Tourer 2.0 Diesel Edition","54 900","89 800 km","Diesel","Manualna","2019","Wielkopolskie"
"Opel Frontera","103 900","3 000 km","Hybryda","Automatyczna","2025","Śląskie"
"Opel Corsa 1.0 12V Cosmo","4 800","175 000 km","Benzyna","Manualna","2006","Pomorskie"
"Opel Astra 1.4 Turbo Cosmo","20 999","230 000 km","Benzyna","Manualna","2010","Lubelskie"
"Opel Insignia 1.6 CDTI Sports Tourer","31 900","260 000 km","Diesel","Automatyczna","2015","Mazowieckie"
"Opel Astra V 1.4 T Enjoy","42 500","122 700 km","Benzyna","Manualna","2018","Dolnośląskie"
"Opel Meriva 1.6 CDTI Enjoy S&S","10 900","330 000 km","Diesel","Manualna","2015","Małopolskie"
"Opel Meriva","17 500","184 000 km","Benzyna","Manualna","2011","Mazowieckie"
"Opel Insignia 2.0 CDTI Edition","22 600","236 000 km","Diesel","Manualna","2010","Świętokrzyskie"
"Opel Astra 1.6 Active","27 900","185 000 km","Benzyna","Manualna","2015","Mazowieckie"
"Opel Zafira 1.6 CDTI Enjoy","25 900","172 150 km","Diesel","Manualna","2015","Zachodniopomorskie"
"Opel Astra IV 1.4 T Edition 150","21 500","172 200 km","Benzyna","Manualna","2012","Małopolskie"
"Opel Astra IV 1.4 T Business EU6","23 900","239 000 km","Benzyna+LPG","Manualna","2014","Pomorskie"
"Opel Insignia 2.0 CDTI Elegance S&S","54 900","219 000 km","Diesel","Automatyczna","2021","Pomorskie"
"Opel Meriva 1.4 Active","27 900","95 000 km","Benzyna","Manualna","2015","Mazowieckie"
"Opel Adam 1.4 Black Jack","28 900","129 000 km","Benzyna","Manualna","2015","Mazowieckie"
"Opel Insignia 2.0 CDTI automatik Business Innovation","48 900","180 000 km","Diesel","Automatyczna","2017","Podkarpackie"
"Opel Astra","35 350","164 000 km","Diesel","Manualna","2017","Zachodniopomorskie"
"Opel Insignia 2.0 CDTI Sports Tourer Automatik","16 500","291 000 km","Diesel","Automatyczna","2010","Wielkopolskie"
"Opel Mokka 1.6 CDTI Cosmo S&S","31 900","207 569 km","Diesel","Manualna","2015","Wielkopolskie"
"Opel Crossland 1.2 T Edition","64 900","20 122 km","Benzyna","Manualna","2022","Wielkopolskie"
"Opel Zafira 1.6 16V Base","6 900","211 000 km","Benzyna","Manualna","2005","Dolnośląskie"
"Opel Zafira","1 500","327 000 km","Diesel","Manualna","2000","Wielkopolskie"
"Opel Mokka X 1.6 Start/Stop On","35 500","140 000 km","Benzyna","Manualna","2012","Małopolskie"
"Opel Astra 1.4 Turbo Sports Tourer","17 900","215 000 km","Benzyna","Manualna","2012","Małopolskie"
"Opel Mokka","31 900","208 500 km","Diesel","Manualna","2014","Warmińsko-mazurskie"
"Opel Crossland 1.2 T Business","69 900","54 502 km","Benzyna","Automatyczna","2022","Kujawsko-pomorskie"
"Opel Crossland X 1.2 Start/Stop Innovation","19 900","81 000 km","Benzyna","Manualna","2018","Wielkopolskie"
"Opel Astra 1.4 Turbo Sports Tourer Active","25 900","191 000 km","Benzyna","Manualna","2011","Śląskie"
"Opel Astra V 1.5 CDTI Elegance","40 000","150 000 km","Diesel","Automatyczna","2021","Małopolskie"
"Opel Karl 1.0 Eco","18 900","159 824 km","Benzyna","Manualna","2015","Świętokrzyskie"
"Opel Astra TwinTop 1.8 Enjoy","9 500","227 882 km","Benzyna","Manualna","2008","Dolnośląskie"
"Opel Meriva 1.4 T Edition 150","16 300","255 000 km","Benzyna","Manualna","2010","Warmińsko-mazurskie"
"Opel Grandland","130 250","1 km","Elektryczny","Automatyczna","2024","Wielkopolskie"
"Opel Astra 1.4 Turbo Active","22 900","199 000 km","Benzyna","Manualna","2013","Małopolskie"
"Opel Vivaro","35 900","234 733 km","Diesel","Manualna","2006","Mazowieckie"
"Opel Astra 1.6 Edition Sport","14 400","198 000 km","Benzyna","Manualna","2009","Zachodniopomorskie"
"Opel Astra","22 000","221 000 km","Benzyna+LPG","Manualna","2013","Dolnośląskie"
"Opel Antara 2.2 CDTI 2x4","29 900","164 000 km","Diesel","Manualna","2013","Lubelskie"
"Opel Crossland X 1.2 Start/Stop Automatik 2020","55 900","31 000 km","Benzyna","Automatyczna","2020","Opolskie"
"Opel Astra","112 500","1 km","Benzyna","Manualna","2025","Małopolskie"
"Opel Astra V 1.6 CDTI Dynamic","34 500","144 000 km","Diesel","Manualna","2016","Dolnośląskie"
"Opel Zafira 1.8","19 900","141 025 km","Benzyna","Manualna","2013","Dolnośląskie"
"Opel Astra VI 1.5 CDTI Ultimate S&S","109 999","18 000 km","Diesel","Automatyczna","2023","Mazowieckie"
"Opel Meriva","2 500","185 421 km","Benzyna","Manualna","2008","Zachodniopomorskie"
"Opel Cascada 1.4 Turbo (ecoFLEX) Start/Stop Innovation","34 700","84 110 km","Benzyna","Manualna","2016","Śląskie"
"Opel Astra V 1.6 CDTI Essentia","18 900","289 335 km","Diesel","Manualna","2016","Wielkopolskie"
"Opel Mokka 1.4 T Cosmo S&S 4x4","38 950","129 000 km","Benzyna","Manualna","2014","Wielkopolskie"
"Opel Mokka 1.4 T Cosmo","52 900","134 400 km","Benzyna","Manualna","2018","Świętokrzyskie"
"Opel Vivaro","69 700","216 845 km","Diesel","Manualna","2017","Pomorskie"
"Opel Astra II 1.6 Start","6 000","350 000 km","Benzyna","Manualna","2005","Śląskie"
"Opel Mokka 1.2 T Elegance S&S","77 500","44 000 km","Benzyna","Manualna","2023","Opolskie"
"Opel Corsa 1.2 Elegance Business Pack S&S","46 300","47 200 km","Benzyna","Manualna","2020","Kujawsko-pomorskie"
"Opel Astra","138 900","180 km","Hybryda","Automatyczna","2023","Mazowieckie"
"Opel Frontera 44kWh GS","138 100","7 km","Elektryczny","Automatyczna","2025","Wielkopolskie"
"Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart/Stop Edition","29 900","158 740 km","Diesel","Manualna","2014","Lubelskie"
"Opel Vivaro 2.0 CDTI L2H1 Easytronic ecoFlex","46 900","210 550 km","Diesel","Automatyczna","2010","Lubelskie"
"Opel Astra V 1.6 CDTI Enjoy S&S","29 999","189 300 km","Diesel","Manualna","2019","Śląskie"
"Opel Mokka 1.6 CDTI ecoFLEX Start/Stop Edition","39 900","227 000 km","Diesel","Manualna","2015","Lubelskie"
"Opel Mokka","34 900","150 000 km","Benzyna","Manualna","2015","Mazowieckie"
"Opel Mokka 1.6 CDTI Cosmo S&S","35 900","168 900 km","Diesel","Manualna","2015","Pomorskie"
"Opel Astra V 1.4 T Edition S&S","47 900","154 203 km","Benzyna","Automatyczna","2021","Śląskie"
"Opel Astra 1.2 Turbo Start/Stop Sports Tourer Elegance","17 999","42 871 km","Benzyna","Manualna","2022","Wielkopolskie"
"Opel Vivaro","29 500","272 000 km","Diesel","Manualna","2012","Podkarpackie"
"Opel Mokka 1.4 T Cosmo S&S 4x4","36 900","181 625 km","Benzyna","Manualna","2014","Śląskie"
"Opel Insignia 2.0 CDTI Cosmo ecoFLEX S&S","30 999","165 000 km","Diesel","Manualna","2014","Lubelskie"
"Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart/Stop Innovation","46 950","192 000 km","Diesel","Manualna","2017","Dolnośląskie"
"Opel Astra 1.4 Turbo Sports Tourer","26 900","224 000 km","Benzyna","Manualna","2016","Podlaskie"
"Opel Zafira 1.4 Turbo (ecoFLEX) Start/Stop Active","34 900","118 000 km","Benzyna","Manualna","2014","Lubelskie"
"Opel Zafira 1.8 Cosmo","14 900","182 800 km","Benzyna","Manualna","2009","Mazowieckie"
"Opel Astra 1.6 Cosmo","11 250","203 974 km","Benzyna","Manualna","2007","Łódzkie"
"Opel Astra 1.5 D Start/Stop Automatik Ultimate","49 900","117 000 km","Diesel","Automatyczna","2022","Opolskie"
"Opel Astra III 1.4 Essentia","12 000","180 548 km","Benzyna","Manualna","2008","Mazowieckie"
"Opel Astra IV 1.7 CDTI Cosmo","18 900","244 021 km","Diesel","Manualna","2014","Dolnośląskie"
"Opel Mokka 1.2 T GS S&S","111 900","1 km","Benzyna","Automatyczna","2025","Kujawsko-pomorskie"
"Opel Mokka","42 900","126 736 km","Benzyna","Manualna","2015","Pomorskie"
"Opel Astra III 1.4 Cosmo","10 000","203 000 km","Benzyna","Manualna","2005","Podkarpackie"
"Opel Insignia Grand Sport 2.0 Diesel Automatik Innovation","44 900","152 400 km","Diesel","Automatyczna","2018","Warmińsko-mazurskie"
"Opel Corsa 1.4 16V Edition 150","17 300","175 124 km","Benzyna","Manualna","2012","Kujawsko-pomorskie"
"Opel Combo","6 900","400 000 km","Diesel","Manualna","2006","Dolnośląskie"
"Opel Insignia","29 300","185 000 km","Diesel","Automatyczna","2015","Mazowieckie"
"Opel Grandland X 2.0 D Start/Stop Automatik Innovation","65 000","120 000 km","Diesel","Automatyczna","2018","Kujawsko-pomorskie"
"Opel Astra 1.4 Turbo Active","23 000","193 000 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Zafira 1.8 Cosmo","15 900","246 492 km","Benzyna+LPG","Manualna","2009","Śląskie"
"Opel Astra V 1.6 CDTI Enjoy S&S","31 500","181 703 km","Diesel","Manualna","2018","Wielkopolskie"
"Opel Insignia A Sports Tourer 13-17","27 900","212 981 km","Diesel","Manualna","2016","Podkarpackie"
